PO Number,PO Date,PO Year,PO Quarter,PO Month,PO Type,PO Status,Supplier ID,Supplier Name,Supplier Country,Supplier Region,Supplier Tier,Supplier Status,Supplier Risk,Supplier Latitude,Supplier Longitude,Payment Terms,Item Code,Item Description,Category,Sub Category,Unit of Measure,Unit Price,Quantity,Discount Pct,Discount Amount,Tax Pct,Tax Amount,Line Total Gross,Line Net,Line Total Inc Tax,Currency,Budget Unit Price,Budget Total,Savings Amount,Savings Pct,Requested Delivery,Actual Delivery,Days Late,On Time Delivery,Lead Time Days,Department,Cost Centre,Requestor Name,Approver Name,Contract ID,Contract Type,Contract Start,Contract End,Invoice Status,Payment Status,Invoice Match Type,Maverick Spend,Single Source Flag,Preferred Supplier,Local International,Supplier ESG Score
PO-02508,29/04/2024,2024,Q2,April,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-30629,Translation Svcs,Professional Svcs,Translation Svcs,EA,406.55,48,0,0,5,975.72,19514.4,19514.4,20490.12,USD,393.07,18867.36,-647.04,-3.4,23/05/2024,19/05/2024,-4,Yes,20,Procurement,CC-006,Frank Brown,Lisa Chen,CON-1951,Framework,13/05/2023,09/05/2026,Paid,Paid,No Match,Yes,No,No,International,44.8
PO-02509,02/01/2023,2023,Q1,January,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,408.45,106,0,0,5,2164.78,43295.7,43295.7,45460.48,GBP,500.8,53084.8,9789.1,18.4,16/01/2023,15/01/2023,-1,Yes,13,Finance,CC-001,Alice Johnson,Priya Sharma,CON-7824,Framework,30/06/2022,03/10/2023,Paid,Overdue,3-Way Match,No,No,No,International,89.1
PO-02510,16/11/2023,2023,Q4,November,Emergency,Cancelled,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-64827,Print Material,Marketing,Print Material,Box,465.75,33,5,768.49,5,730.06,15369.75,14601.26,15331.32,USD,405.5,13381.5,-1219.76,-9.1,24/12/2023,22/12/2023,-2,Yes,36,R&D,CC-008,Henry Martin,Priya Sharma,CON-7333,Master Supply,26/08/2023,09/08/2024,Pending,Pending,No Match,No,Yes,Yes,International,41.4
PO-02511,29/01/2023,2023,Q1,January,Standard,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-40833,Desktop PC,IT Hardware,Desktop PC,EA,1388.33,19,0,0,5,1318.91,26378.27,26378.27,27697.18,GBP,1655.01,31445.19,5066.92,16.1,12/02/2023,08/02/2023,-4,Yes,10,Facilities,CC-009,Isla White,Tom Reynolds,NO-CONTRACT,Spot,29/01/2023,28/02/2023,Pending,Overdue,2-Way Match,Yes,No,No,International,52
PO-02512,28/01/2024,2024,Q1,January,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-24456,Equipment Repair,Maintenance,Equipment Repair,EA,844.54,130,15,16468.53,0,0,109790.2,93321.67,93321.67,GBP,912.69,118649.7,25328.03,21.3,21/02/2024,03/03/2024,11,No,35,Marketing,CC-004,David Lee,Priya Sharma,CON-2839,Master Supply,24/08/2023,13/06/2026,Paid,Pending,3-Way Match,No,No,Yes,Local,75.2
PO-02513,22/04/2023,2023,Q2,April,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-65578,Monitor,IT Hardware,Monitor,EA,517.49,56,10,2897.94,0,0,28979.44,26081.5,26081.5,USD,607.15,34000.4,7918.9,23.3,10/06/2023,28/06/2023,18,No,67,Facilities,CC-009,Isla White,Sarah Mitchell,CON-9413,Spot,23/12/2022,06/06/2024,Overdue,Paid,No Match,No,No,Yes,International,52.3
PO-02514,10/03/2022,2022,Q1,March,Blanket,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,85.1,146,0,0,5,621.23,12424.6,12424.6,13045.83,GBP,101.94,14883.24,2458.64,16.5,27/03/2022,23/03/2022,-4,Yes,13,Marketing,CC-004,Nathan Young,Lisa Chen,CON-9689,Long-term,11/09/2021,17/02/2023,Pending,Overdue,3-Way Match,No,Yes,Yes,International,41.6
PO-02515,08/10/2022,2022,Q4,October,Standard,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-65578,Monitor,IT Hardware,Monitor,EA,235.5,181,0,0,5,2131.28,42625.5,42625.5,44756.78,EUR,291.86,52826.66,10201.16,19.3,18/11/2022,18/11/2022,0,Yes,41,Procurement,CC-006,Frank Brown,Sarah Mitchell,NO-CONTRACT,Spot,08/10/2022,07/11/2022,Pending,Paid,3-Way Match,No,No,No,International,63.2
PO-02516,28/01/2024,2024,Q1,January,Blanket,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-78958,Project Mgmt Tool,IT Software,Project Mgmt Tool,EA,634.77,162,0,0,0,0,102832.74,102832.74,102832.74,GBP,754.07,122159.34,19326.6,15.8,02/03/2024,01/03/2024,-1,Yes,33,Marketing,CC-004,David Lee,Priya Sharma,NO-CONTRACT,Spot,28/01/2024,27/02/2024,Paid,Paid,3-Way Match,No,No,Yes,International,41.6
PO-02517,03/05/2022,2022,Q2,May,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-37716,Tool Set,Maintenance,Tool Set,EA,405.68,113,5,2292.09,5,2177.49,45841.84,43549.75,45727.24,EUR,491.46,55534.98,11985.23,21.6,04/06/2022,31/05/2022,-4,Yes,28,Procurement,CC-006,Frank Brown,Tom Reynolds,CON-4949,Long-term,20/11/2021,11/12/2022,Disputed,Paid,2-Way Match,No,No,Yes,Local,75.2
PO-02518,09/02/2024,2024,Q1,February,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-61412,Filing Cabinet,Office Supplies,Filing Cabinet,EA,249.86,165,0,0,0,0,41226.9,41226.9,41226.9,EUR,262.6,43329,2102.1,4.9,16/03/2024,27/03/2024,11,No,47,IT,CC-002,Bob Smith,Lisa Chen,NO-CONTRACT,Spot,09/02/2024,10/03/2024,Paid,Paid,2-Way Match,No,No,No,International,55.1
PO-02519,27/01/2022,2022,Q1,January,Contract,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,99.52,166,0,0,20,3304.06,16520.32,16520.32,19824.38,GBP,113.34,18814.44,2294.12,12.2,09/02/2022,05/02/2022,-4,Yes,9,Facilities,CC-009,Isla White,Sarah Mitchell,CON-3622,Long-term,21/08/2021,21/08/2022,Paid,Paid,3-Way Match,No,No,No,International,63.2
PO-02520,29/05/2022,2022,Q2,May,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-66957,Plastic Resin (kg),Raw Materials,Plastic Resin (kg),KG,2.96,167,0,0,0,0,494.32,494.32,494.32,EUR,2.7,450.9,-43.42,-9.6,12/07/2022,12/07/2022,0,Yes,44,Finance,CC-001,Karen Clark,Tom Reynolds,NO-CONTRACT,Spot,29/05/2022,28/06/2022,Paid,On Hold,3-Way Match,No,No,Yes,International,52.3
PO-02521,12/01/2022,2022,Q1,January,Blanket,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,6157.52,60,0,0,0,0,369451.2,369451.2,369451.2,GBP,5337.69,320261.4,-49189.8,-15.4,24/01/2022,21/01/2022,-3,Yes,9,HR,CC-005,Olivia King,Lisa Chen,CON-7375,Long-term,16/08/2021,07/12/2022,Pending,On Hold,No Match,No,No,No,International,50.9
PO-02522,24/01/2022,2022,Q1,January,Standard,Cancelled,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-52337,Cleaning Supplies,Facilities,Cleaning Supplies,Box,32.53,28,5,45.54,0,0,910.84,865.3,865.3,GBP,34.84,975.52,110.22,11.3,05/02/2022,05/02/2022,0,Yes,12,Procurement,CC-006,Frank Brown,Priya Sharma,CON-8670,Long-term,30/10/2021,10/07/2022,Disputed,Pending,No Match,No,No,Yes,Local,75.2
PO-02523,13/08/2023,2023,Q3,August,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,3108.04,67,10,20823.87,20,37482.96,208238.68,187414.81,224897.77,AUD,3815.95,255668.65,68253.84,26.7,09/09/2023,04/09/2023,-5,Yes,22,HR,CC-005,Olivia King,Tom Reynolds,CON-9654,Framework,24/01/2023,13/10/2023,Paid,Paid,2-Way Match,No,No,Yes,Local,75.2
PO-02524,01/03/2022,2022,Q1,March,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,178.58,98,0,0,5,875.04,17500.84,17500.84,18375.88,EUR,194.24,19035.52,1534.68,8.1,02/04/2022,01/04/2022,-1,Yes,31,Operations,CC-003,Maya Hall,Lisa Chen,CON-1861,Master Supply,06/12/2021,25/12/2022,Pending,Pending,3-Way Match,No,No,No,International,41.5
PO-02525,20/06/2023,2023,Q2,June,Standard,Open,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,584.16,75,0,0,5,2190.6,43812,43812,46002.6,EUR,643.21,48240.75,4428.75,9.2,03/08/2023,30/07/2023,-4,Yes,40,HR,CC-005,Olivia King,Sarah Mitchell,NO-CONTRACT,Spot,20/06/2023,20/07/2023,Overdue,Overdue,2-Way Match,No,No,No,International,75.7
PO-02526,18/02/2022,2022,Q1,February,Blanket,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-78958,Project Mgmt Tool,IT Software,Project Mgmt Tool,EA,435.65,133,0,0,0,0,57941.45,57941.45,57941.45,GBP,491.83,65413.39,7471.94,11.4,13/04/2022,10/04/2022,-3,Yes,51,Sales,CC-010,Jack Harris,Lisa Chen,NO-CONTRACT,Spot,18/02/2022,20/03/2022,Disputed,Paid,3-Way Match,No,No,No,Local,67.8
PO-02527,16/05/2022,2022,Q2,May,Blanket,Cancelled,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-61412,Filing Cabinet,Office Supplies,Filing Cabinet,EA,209.14,105,0,0,0,0,21959.7,21959.7,21959.7,AUD,248.07,26047.35,4087.65,15.7,27/05/2022,23/05/2022,-4,Yes,7,R&D,CC-008,Henry Martin,Tom Reynolds,CON-5050,Long-term,16/04/2022,03/04/2023,Pending,On Hold,No Match,No,No,No,International,50.9
PO-02528,27/01/2023,2023,Q1,January,Standard,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-78958,Project Mgmt Tool,IT Software,Project Mgmt Tool,EA,314.58,166,0,0,5,2611.01,52220.28,52220.28,54831.29,AUD,368.93,61242.38,9022.1,14.7,04/02/2023,19/02/2023,15,No,23,Sales,CC-010,Jack Harris,Tom Reynolds,NO-CONTRACT,Spot,27/01/2023,26/02/2023,Pending,Pending,No Match,No,No,No,International,63.2
PO-02529,09/01/2024,2024,Q1,January,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,1349.93,28,0,0,20,7559.61,37798.04,37798.04,45357.65,JPY,1612.09,45138.52,7340.48,16.3,03/03/2024,01/03/2024,-2,Yes,52,R&D,CC-008,Henry Martin,Priya Sharma,CON-6717,Master Supply,03/07/2023,17/01/2024,Overdue,On Hold,3-Way Match,Yes,No,No,International,52
PO-02530,14/08/2023,2023,Q3,August,Blanket,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,4468.18,47,0,0,5,10500.22,210004.46,210004.46,220504.68,GBP,3742.66,175905.02,-34099.44,-19.4,29/09/2023,19/10/2023,20,No,66,Facilities,CC-009,Isla White,Tom Reynolds,CON-5215,Master Supply,11/11/2022,05/11/2025,Paid,Paid,3-Way Match,No,No,Yes,International,52.3
PO-02531,17/10/2023,2023,Q4,October,Contract,Cancelled,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,1.16,75,0,0,5,4.35,87,87,91.35,GBP,1.29,96.75,9.75,10.1,31/10/2023,26/10/2023,-5,Yes,9,Marketing,CC-004,David Lee,Priya Sharma,NO-CONTRACT,Spot,17/10/2023,16/11/2023,Disputed,On Hold,No Match,No,Yes,No,International,44.8
PO-02532,21/02/2023,2023,Q1,February,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,8180.88,154,10,125985.55,5,56693.5,1259855.52,1133869.97,1190563.47,EUR,8756.54,1348507.16,214637.19,15.9,22/04/2023,19/04/2023,-3,Yes,57,Operations,CC-003,Maya Hall,Sarah Mitchell,CON-5768,Master Supply,26/02/2022,24/11/2024,Overdue,Paid,3-Way Match,No,Yes,Yes,International,41.6
PO-02533,20/11/2022,2022,Q4,November,Contract,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-64827,Print Material,Marketing,Print Material,Box,135.93,111,0,0,0,0,15088.23,15088.23,15088.23,GBP,151.54,16820.94,1732.71,10.3,06/12/2022,10/12/2022,4,No,20,Finance,CC-001,Karen Clark,James O'Brien,CON-8337,Spot,23/01/2022,01/05/2023,Pending,Pending,2-Way Match,No,No,No,Local,67.8
PO-02534,28/07/2023,2023,Q3,July,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-65861,HVAC Filter,Facilities,HVAC Filter,EA,120.45,100,0,0,5,602.25,12045,12045,12647.25,EUR,139.43,13943,1898,13.6,10/08/2023,08/08/2023,-2,Yes,11,Marketing,CC-004,Nathan Young,Priya Sharma,NO-CONTRACT,Spot,28/07/2023,27/08/2023,Overdue,Pending,3-Way Match,No,Yes,No,International,75.7
PO-02535,22/12/2024,2024,Q4,December,Contract,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,145.93,187,0,0,0,0,27288.91,27288.91,27288.91,GBP,164.75,30808.25,3519.34,11.4,09/01/2025,09/01/2025,0,Yes,18,Legal,CC-007,Grace Taylor,Tom Reynolds,CON-2216,Framework,09/04/2024,13/01/2026,Pending,Pending,3-Way Match,No,No,No,International,55.1
PO-02536,13/12/2024,2024,Q4,December,Standard,Open,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,1871.62,91,5,8515.87,20,32360.31,170317.42,161801.55,194161.86,GBP,2177.94,198192.54,36390.99,18.4,06/01/2025,04/01/2025,-2,Yes,22,Finance,CC-001,Alice Johnson,Sarah Mitchell,CON-8345,Spot,24/04/2024,05/12/2026,Pending,Pending,2-Way Match,No,No,Yes,International,52.3
PO-02537,23/07/2022,2022,Q3,July,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-71890,Whiteboard,Office Supplies,Whiteboard,EA,286.82,140,0,0,0,0,40154.8,40154.8,40154.8,EUR,330.13,46218.2,6063.4,13.1,21/08/2022,11/09/2022,21,No,50,Legal,CC-007,Grace Taylor,James O'Brien,CON-8007,Master Supply,07/09/2021,25/03/2023,Overdue,Paid,3-Way Match,No,No,No,International,89.1
PO-02538,16/07/2024,2024,Q3,July,Standard,Disputed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,5.91,71,0,0,0,0,419.61,419.61,419.61,GBP,7.32,519.72,100.11,19.3,22/08/2024,21/08/2024,-1,Yes,36,R&D,CC-008,Henry Martin,Priya Sharma,CON-9913,Master Supply,14/07/2024,20/04/2027,Pending,On Hold,3-Way Match,No,No,Yes,Local,75.2
PO-02539,26/10/2024,2024,Q4,October,Blanket,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,1408.43,45,0,0,20,12675.87,63379.35,63379.35,76055.22,GBP,1458.83,65647.35,2268,3.5,02/11/2024,29/10/2024,-4,Yes,3,Operations,CC-003,Clara Davies,Lisa Chen,NO-CONTRACT,Spot,26/10/2024,25/11/2024,Disputed,Pending,3-Way Match,No,No,No,International,63.2
PO-02540,20/06/2022,2022,Q2,June,Contract,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,1051.35,93,0,0,5,4888.78,97775.55,97775.55,102664.33,GBP,1171.33,108933.69,11158.14,10.2,20/07/2022,05/08/2022,16,No,46,HR,CC-005,Emma Wilson,Tom Reynolds,CON-9682,Master Supply,12/03/2022,19/10/2024,Paid,On Hold,3-Way Match,No,No,No,International,89.1
PO-02541,31/08/2022,2022,Q3,August,Standard,Open,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-70803,Recruitment Agency,HR & Training,Recruitment Agency,EA,5641.47,197,0,0,20,222273.92,1111369.59,1111369.59,1333643.51,GBP,6228.35,1226984.95,115615.36,9.4,23/09/2022,19/09/2022,-4,Yes,19,Procurement,CC-006,Frank Brown,Lisa Chen,CON-5290,Framework,18/09/2021,13/02/2024,Pending,Overdue,2-Way Match,No,No,No,International,89.1
PO-02542,17/08/2024,2024,Q3,August,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-31689,Training Material,HR & Training,Training Material,Box,158.34,100,0,0,0,0,15834,15834,15834,GBP,182.89,18289,2455,13.4,06/10/2024,05/10/2024,-1,Yes,49,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-2273,Long-term,21/01/2024,23/01/2026,Paid,Pending,3-Way Match,No,No,No,International,41.5
PO-02543,12/06/2022,2022,Q2,June,Contract,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-32712,Branded Merchandise,Marketing,Branded Merchandise,Box,441.03,172,0,0,0,0,75857.16,75857.16,75857.16,GBP,466.1,80169.2,4312.04,5.4,02/07/2022,02/07/2022,0,Yes,20,Operations,CC-003,Maya Hall,Tom Reynolds,NO-CONTRACT,Spot,12/06/2022,12/07/2022,Paid,Paid,3-Way Match,No,No,Yes,International,41.6
PO-02544,27/07/2022,2022,Q3,July,Standard,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-34514,Packaging Material,Logistics,Packaging Material,Box,34.88,161,0,0,20,1123.14,5615.68,5615.68,6738.82,GBP,42.66,6868.26,1252.58,18.2,24/08/2022,21/08/2022,-3,Yes,25,Finance,CC-001,Alice Johnson,Lisa Chen,NO-CONTRACT,Spot,27/07/2022,26/08/2022,Paid,Overdue,3-Way Match,No,No,No,International,80.5
PO-02545,06/11/2023,2023,Q4,November,Emergency,Disputed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-32712,Branded Merchandise,Marketing,Branded Merchandise,Box,391.7,184,0,0,0,0,72072.8,72072.8,72072.8,USD,437.54,80507.36,8434.56,10.5,01/12/2023,26/11/2023,-5,Yes,20,HR,CC-005,Olivia King,Tom Reynolds,CON-9376,Long-term,01/05/2023,19/09/2025,Disputed,On Hold,3-Way Match,No,No,Yes,International,41.4
PO-02546,23/07/2022,2022,Q3,July,Standard,Open,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-43740,Keyboard,IT Hardware,Keyboard,EA,26.07,61,5,79.51,20,302.15,1590.27,1510.76,1812.91,GBP,20.23,1234.03,-276.73,-22.4,30/08/2022,29/08/2022,-1,Yes,37,Finance,CC-001,Alice Johnson,Lisa Chen,CON-1349,Long-term,20/09/2021,29/10/2023,Pending,Overdue,2-Way Match,No,No,Yes,International,52.3
PO-02547,25/08/2024,2024,Q3,August,Standard,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,6.18,25,0,0,0,0,154.5,154.5,154.5,GBP,5.37,134.25,-20.25,-15.1,03/10/2024,05/10/2024,2,No,41,Legal,CC-007,Grace Taylor,Lisa Chen,CON-8651,Spot,24/11/2023,17/06/2024,Paid,Pending,2-Way Match,No,No,No,International,80.5
PO-02548,18/03/2022,2022,Q1,March,Standard,Cancelled,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,466.3,185,0,0,20,17253.1,86265.5,86265.5,103518.6,GBP,564.87,104500.95,18235.45,17.5,08/05/2022,14/05/2022,6,No,57,Sales,CC-010,Jack Harris,James O'Brien,CON-1881,Master Supply,31/05/2021,28/12/2023,Pending,On Hold,No Match,No,No,No,International,52
PO-02549,04/03/2022,2022,Q1,March,Standard,Cancelled,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-66613,Aluminium Bar (kg),Raw Materials,Aluminium Bar (kg),KG,4.48,199,0,0,20,178.3,891.52,891.52,1069.82,AUD,5.28,1050.72,159.2,15.2,28/03/2022,28/03/2022,0,Yes,24,Finance,CC-001,Alice Johnson,Priya Sharma,CON-4362,Master Supply,25/02/2022,27/09/2022,Pending,On Hold,No Match,No,No,Yes,International,41.4
PO-02550,08/02/2024,2024,Q1,February,Standard,Open,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,88.93,125,0,0,20,2223.25,11116.25,11116.25,13339.5,USD,95.39,11923.75,807.5,6.8,18/02/2024,13/02/2024,-5,Yes,5,Finance,CC-001,Karen Clark,Priya Sharma,CON-6158,Long-term,19/10/2023,06/10/2024,Overdue,Pending,2-Way Match,No,No,No,International,75.7
PO-02551,24/01/2023,2023,Q1,January,Blanket,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-66613,Aluminium Bar (kg),Raw Materials,Aluminium Bar (kg),KG,4.35,187,0,0,20,162.69,813.45,813.45,976.14,GBP,5.39,1007.93,194.48,19.3,28/02/2023,28/02/2023,0,Yes,35,IT,CC-002,Bob Smith,James O'Brien,NO-CONTRACT,Spot,24/01/2023,23/02/2023,Pending,Paid,2-Way Match,No,Yes,No,International,55.1
PO-02552,25/02/2024,2024,Q1,February,Standard,Cancelled,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,890.12,54,0,0,5,2403.32,48066.48,48066.48,50469.8,JPY,1023.59,55273.86,7207.38,13,21/04/2024,18/04/2024,-3,Yes,53,Operations,CC-003,Maya Hall,Tom Reynolds,CON-1091,Framework,15/09/2023,08/05/2024,Disputed,On Hold,No Match,No,No,No,International,80.5
PO-02553,29/10/2024,2024,Q4,October,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,12.27,58,0,0,5,35.58,711.66,711.66,747.24,EUR,12.6,730.8,19.14,2.6,23/12/2024,23/12/2024,0,Yes,55,Facilities,CC-009,Isla White,James O'Brien,CON-9130,Master Supply,17/12/2023,15/04/2025,Paid,Paid,3-Way Match,No,No,Yes,International,41.6
PO-02554,10/09/2022,2022,Q3,September,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,160.41,176,15,4234.82,20,4799.47,28232.16,23997.34,28796.81,GBP,190.61,33547.36,9550.02,28.5,09/10/2022,29/10/2022,20,No,49,IT,CC-002,Bob Smith,James O'Brien,CON-1648,Master Supply,11/01/2022,17/12/2023,Disputed,Pending,3-Way Match,No,No,Yes,International,77.2
PO-02555,08/05/2024,2024,Q2,May,Blanket,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,546.63,15,15,1229.92,5,348.48,8199.45,6969.53,7318.01,JPY,456.26,6843.9,-125.63,-1.8,02/06/2024,29/05/2024,-4,Yes,21,Finance,CC-001,Alice Johnson,Lisa Chen,CON-4474,Framework,18/10/2023,09/09/2026,Paid,Paid,2-Way Match,No,No,Yes,International,77.2
PO-02556,27/06/2024,2024,Q2,June,Blanket,Open,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,2.68,34,0,0,20,18.22,91.12,91.12,109.34,USD,3.06,104.04,12.92,12.4,06/07/2024,01/07/2024,-5,Yes,4,Marketing,CC-004,David Lee,Lisa Chen,CON-6316,Master Supply,19/02/2024,21/11/2025,Pending,Pending,No Match,No,No,Yes,International,52.3
PO-02557,23/10/2024,2024,Q4,October,Standard,Open,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-24456,Equipment Repair,Maintenance,Equipment Repair,EA,2691.23,154,0,0,20,82889.88,414449.42,414449.42,497339.3,USD,3223.91,496482.14,82032.72,16.5,21/11/2024,20/11/2024,-1,Yes,28,Sales,CC-010,Jack Harris,Lisa Chen,CON-9652,Spot,10/12/2023,24/03/2026,Pending,Pending,No Match,No,No,No,International,80.5
PO-02558,21/03/2022,2022,Q1,March,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-70803,Recruitment Agency,HR & Training,Recruitment Agency,EA,6568.68,94,0,0,0,0,617455.92,617455.92,617455.92,EUR,7221.85,678853.9,61397.98,9,01/04/2022,31/03/2022,-1,Yes,10,Finance,CC-001,Alice Johnson,Tom Reynolds,CON-9143,Long-term,09/07/2021,22/07/2022,Disputed,Paid,3-Way Match,No,Yes,No,International,89.1
